anime_id,name,genre,type,episodes,rating,members,image_url
16131,Machine Robo: Butchigiri Battle Hackers,"Action, Mecha, Sci-Fi",TV,31,6.22,239,
6577,"Machine Robo: Leina, The Legend of Wolf Blade","Action, Martial Arts, Mecha, Super Power",OVA,3,6.25,248,
30673,Made in Japan,Comedy,Movie,1,4.43,46,https://cdn.myanimelist.net/images/anime/6/89031.jpg
30873,Madou King Granzort: Nonstop Rabi,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",Special,1,6.71,69,https://cdn.myanimelist.net/images/anime/13/74291.jpg
3828,Maegami Tarou,Adventure,Special,1,6.08,105,https://cdn.myanimelist.net/images/anime/8/29237.jpg
31463,"Maemilggot, Unsu Joeun Nal, Geurigo Bombom","Drama, Slice of Life",Movie,1,5.5,67,https://cdn.myanimelist.net/images/anime/11/79709.jpg
15915,Magical Hat,"Adventure, Comedy, Fantasy, Kids",TV,33,5.3,140,https://cdn.myanimelist.net/images/anime/1867/123271.jpg
33907,Magical Music Train,Music,Music,1,3.53,61,https://cdn.myanimelist.net/images/anime/5/81601.jpg
28559,Magical Puuta no Hi Asobi wa Abunai yo,"Drama, Kids, Magic",OVA,1,6.2,41,https://cdn.myanimelist.net/images/anime/4/68939.jpg
15407,Magical Suite Prism Nana,Magic,OVA,7,7.93,6797,https://cdn.myanimelist.net/images/anime/4/75803.jpg
22827,Magical★Taruruuto-kun Movie,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,6.0,77,https://cdn.myanimelist.net/images/anime/12/59415.jpg
22981,Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,6.6,91,https://cdn.myanimelist.net/images/anime/13/59667.jpg
22979,Magical★Taruruuto-kun: Sukisuki Takoyaki!,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",Movie,1,6.5,86,https://cdn.myanimelist.net/images/anime/4/59657.jpg
5151,Mahjong Hishouden: Naki no Ryuu,"Action, Drama, Game, Seinen",OVA,3,6.39,344,https://cdn.myanimelist.net/images/anime/1556/96601.jpg
23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,"Magic, Music, Shoujo",Music,1,5.49,147,https://cdn.myanimelist.net/images/anime/9/59895.jpg
30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,"Magic, Shoujo",Special,3,6.0,95,https://cdn.myanimelist.net/images/anime/5/72623.jpg
33358,Mahou no Star Magical Emi: Finale! Finale!,"Comedy, Magic, Shoujo",OVA,1,6.0,107,
32257,Mahou no Tenshi Creamy Mami no Otogibanashi,"Fantasy, Magic, Shoujo",Special,1,5.05,97,https://cdn.myanimelist.net/images/anime/9/77436.jpg
32259,Mahou no Tenshi Creamy Mami: Perfect Memory,"Parody, Shoujo, Slice of Life",OVA,1,5.0,95,https://cdn.myanimelist.net/images/anime/8/77437.jpg
22239,Mahou no Yousei Persia Pilot,Magic,Special,1,5.09,151,https://cdn.myanimelist.net/images/anime/2/58315.jpg
8495,Mahoutsukai Haley no Speed Story,"Fantasy, Kids, Magic",Movie,1,6.06,256,https://cdn.myanimelist.net/images/anime/6/22661.jpg
33183,Mahoutsukai Precure! Movie,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",Movie,1,7.71,514,
20499,Maji,"Drama, Shounen",OVA,3,6.17,109,https://cdn.myanimelist.net/images/anime/4/32541.jpg
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,"Action, Comedy",ONA,1,3.79,111,https://cdn.myanimelist.net/images/anime/8/72096.jpg
8889,Majo Demo Steady,"Comedy, Ecchi, Magic, Romance",OVA,1,5.45,177,https://cdn.myanimelist.net/images/anime/7/24678.jpg
9818,Mak Dau BoloYao WongZi,Comedy,Movie,1,7.18,102,https://cdn.myanimelist.net/images/anime/3/73657.jpg
30051,Mak Dau Dang Dang Ban wo Xin,Comedy,Movie,1,6.11,56,
9817,Mak Dau Goo Si,Comedy,Movie,1,7.02,136,https://cdn.myanimelist.net/images/anime/8/75529.jpg
30052,Mak Dau wo He wo Mama,Comedy,Movie,1,6.25,56,https://cdn.myanimelist.net/images/anime/1416/113270.jpg
9819,Mak Dau Xiang Dang Dang,Comedy,Movie,1,6.81,103,https://cdn.myanimelist.net/images/anime/2/42871.jpg
28577,Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,"Drama, Historical, Kids",OVA,1,8.0,37,https://cdn.myanimelist.net/images/anime/11/68957.jpg
31008,Makeruna! Senta: Sayonara Ijime Mushi,"Drama, Kids",OVA,1,6.0,35,https://cdn.myanimelist.net/images/anime/7/74561.jpg
25073,Makiba no Shoujo Katori Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.5,85,https://cdn.myanimelist.net/images/anime/9/83185.jpg
20229,Makkuro na Obentou,"Drama, Historical",Movie,1,7.67,103,https://cdn.myanimelist.net/images/anime/12/53839.jpg
32224,Mako-chan no Koutsuu Anzen,"Drama, Kids",Movie,1,3.77,39,https://cdn.myanimelist.net/images/anime/8/77373.jpg
8372,Makoto-chan,Comedy,Movie,1,5.41,160,https://cdn.myanimelist.net/images/manga/5/197678.jpg
28989,Maku,Dementia,Movie,1,6.18,86,https://cdn.myanimelist.net/images/anime/11/75142.jpg
29782,Malay Oki Kaisen,"Historical, Military",Movie,1,4.21,85,https://cdn.myanimelist.net/images/anime/4/71560.jpg
30906,Malta no Bouken,"Kids, Slice of Life",TV,12,5.33,34,https://cdn.myanimelist.net/images/anime/1261/92048.jpg
26087,Mama Ohanashi Kikasete,"Fantasy, Kids",TV,15,7.4,59,https://cdn.myanimelist.net/images/anime/5/65959.jpg
33551,Mameshi-Pamyu-Pamyu,"Comedy, Parody",Special,9,5.26,110,
33552,Mameshiba Bangai-hen,"Comedy, Music",Special,4,5.62,117,https://cdn.myanimelist.net/images/anime/3/80697.jpg
33542,Mameshiba Gakuen,"Comedy, School",Special,Unknown,5.13,146,https://cdn.myanimelist.net/images/anime/13/80674.jpg
33705,Mameshiba the DVD Green Pea-shiba no Kutsujoku,Comedy,OVA,4,5.5,111,
33547,Mameshiba x Gaist Crusher Collab CM,"Comedy, Fantasy, Parody",Special,1,5.08,128,
12185,Mameushi-kun,"Comedy, Fantasy, Kids",TV,52,6.56,72,
30930,Mameushi-kun no Koutsuu Anzen,"Drama, Kids",OVA,1,6.0,35,https://cdn.myanimelist.net/images/anime/2/74434.jpg
11525,Mamimume★Mogacho,Kids,TV,13,6.55,95,https://cdn.myanimelist.net/images/anime/10/32137.jpg
24019,Manabu no Natsuyasumi,"Fantasy, Kids",OVA,1,4.75,93,https://cdn.myanimelist.net/images/anime/7/62273.jpg
16994,Mandalaya no Ryouta: Kukidani Onsen Enshou Soudou Tan,"Comedy, Ecchi, Seinen",OVA,2,5.06,80,https://cdn.myanimelist.net/images/anime/10/45688.jpg
23763,Manga Aesop Monogatari,"Adventure, Fantasy, Kids",Movie,1,5.87,81,https://cdn.myanimelist.net/images/anime/1170/121597.jpg
3180,Manga Aesop Monogatari (TV),"Comedy, Fantasy, Kids",TV,52,6.5,175,https://cdn.myanimelist.net/images/anime/1170/121597.jpg
10136,Manga Doushite Monogatari,"Adventure, Comedy, Kids",TV,100,6.67,140,https://cdn.myanimelist.net/images/anime/5/28067.jpg
30139,Manga Doushite Monogatari OVA,"Adventure, Comedy, Kids",OVA,2,5.44,49,https://cdn.myanimelist.net/images/anime/1170/121597.jpg
10135,Manga Hajimete Monogatari,"Adventure, Comedy, Historical",TV,305,6.36,169,https://cdn.myanimelist.net/images/anime/1170/121597.jpg
30107,Manga Hajimete Monogatari OVA,"Adventure, Comedy, Historical",OVA,1,5.8,52,https://cdn.myanimelist.net/images/anime/1170/121597.jpg
10138,Manga Hajimete Omoshiro Juku,"Adventure, Kids",TV,110,6.68,162,https://cdn.myanimelist.net/images/anime/13/28065.jpg
30312,Manga Hajimete Omoshiro Juku OVA,"Adventure, Kids",OVA,4,6.11,48,
20241,Manga Hana no Kakarichou,"Comedy, Seinen, Slice of Life",Movie,1,7.33,56,https://cdn.myanimelist.net/images/anime/13/53869.jpg
20183,Manga Ijin Monogatari,Historical,TV,46,6.87,141,https://cdn.myanimelist.net/images/anime/1170/121597.jpg
23001,Manga Jinbutsushi,Historical,TV,365,6.91,71,https://cdn.myanimelist.net/images/anime/13/59663.jpg
20231,Manga Kodomo Bunko,"Drama, Fantasy, Kids",TV,51,6.14,84,https://cdn.myanimelist.net/images/anime/6/53841.jpg
33300,Manga Kotowaja Jiten,"Comedy, Historical",TV,88,6.5,37,
11829,Manga Mitokoumon,Historical,TV,46,7.15,169,https://cdn.myanimelist.net/images/anime/2/72120.jpg
10137,Manga Naruhodo Monogatari,"Adventure, Kids",TV,102,6.74,115,https://cdn.myanimelist.net/images/anime/1170/121597.jpg
30198,Manga Naruhodo Monogatari OVA,"Adventure, Kids",OVA,5,6.67,50,https://cdn.myanimelist.net/images/anime/1170/121597.jpg
9856,Manga Nihon Emaki,Historical,TV,46,6.17,122,https://cdn.myanimelist.net/images/anime/13/27280.jpg
10709,Manga Nihon Keizai Nyuumon,Drama,TV,25,6.67,86,https://cdn.myanimelist.net/images/anime/9/29513.jpg
11245,Manga Nihonshi,Historical,TV,52,6.2,114,https://cdn.myanimelist.net/images/anime/2/58647.jpg
22509,Manga Nihonshi (NHK Han),Historical,TV,40,7.55,188,https://cdn.myanimelist.net/images/anime/10/59271.jpg
10282,Manga Nippon Mukashibanashi,Historical,TV,12,5.95,174,https://cdn.myanimelist.net/images/anime/6/60851.jpg
10285,Manga Nippon Mukashibanashi (Movie),Historical,Movie,1,6.05,110,https://cdn.myanimelist.net/images/anime/9/28284.jpg
24683,Manzai Taikouki,"Comedy, Historical, Seinen",Movie,1,5.14,53,https://cdn.myanimelist.net/images/anime/11/63535.jpg
28237,MapleStory Special,"Action, Comedy, Fantasy, Kids",Special,1,5.46,152,https://cdn.myanimelist.net/images/anime/12/68281.jpg
5987,Marin to Yamato: Fushigi na Nichiyoubi,Kids,OVA,1,5.69,137,https://cdn.myanimelist.net/images/anime/8/89621.jpg
16784,Marin X,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1,4.08,76,https://cdn.myanimelist.net/images/anime/13/45124.jpg
6942,Marine Snow no Densetsu,Sci-Fi,Special,1,6.32,184,https://cdn.myanimelist.net/images/anime/4/42727.jpg
10648,Mars,"Action, Mecha, Sci-Fi, Shounen",OVA,2,6.0,183,
19873,Marude Dameo,"Comedy, Sci-Fi, Shounen",TV,47,6.2,73,https://cdn.myanimelist.net/images/anime/6/52971.jpg
29963,Marude Sekai,Music,Music,1,3.93,79,https://cdn.myanimelist.net/images/anime/1221/107096.jpg
16590,Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",OVA,1,7.0,115,https://cdn.myanimelist.net/images/anime/9/44718.jpg
33383,Mask Masters,"Action, Adventure",TV,26,8.0,53,
32059,Master of Torque 3,"Action, Sci-Fi",ONA,1,4.83,167,
30781,Matsubara-kun,Comedy,ONA,5,4.59,84,
33843,Matsubara-kun: Mackie E no Ouen Message,Comedy,ONA,1,3.38,48,https://cdn.myanimelist.net/images/anime/2/81485.jpg
27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,"Fantasy, Magic",ONA,1,4.95,168,https://cdn.myanimelist.net/images/anime/7/68749.jpg
25301,Maya no Isshou,"Drama, Historical, Slice of Life",Movie,1,8.75,66,https://cdn.myanimelist.net/images/anime/13/64619.jpg
10239,Mayutoro The Toons,"Comedy, Fantasy, Kids",TV,33,5.38,76,
29719,Maze Maze Wien,Dementia,Movie,1,5.9,59,https://cdn.myanimelist.net/images/anime/4/71473.jpg
8442,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,"Adventure, Comedy, Fantasy, Mecha, Shounen",Movie,1,6.22,381,https://cdn.myanimelist.net/images/anime/6/24234.jpg
9821,McDull and Chinese Culture,"Comedy, Historical",TV,5,6.79,90,https://cdn.myanimelist.net/images/anime/5/50551.jpg
9820,"McDull, the Alumni",Comedy,Movie,1,6.38,83,https://cdn.myanimelist.net/images/anime/1208/94745.jpg
11711,Me wo Samase Toragorou,Kids,Special,1,5.67,69,https://cdn.myanimelist.net/images/anime/3/32675.jpg
26221,Mebae no Ashita,"Drama, Kids",OVA,1,8.33,45,https://cdn.myanimelist.net/images/anime/2/66151.jpg
31009,Mebuki,"Drama, Kids",OVA,1,7.0,34,https://cdn.myanimelist.net/images/anime/1939/143883.jpg
16834,Mecha Robot Corps 3,"Action, Adventure, Mecha, Shounen",Movie,1,4.31,82,https://cdn.myanimelist.net/images/anime/10/45172.jpg
9334,Mecha☆Afro-kun,Comedy,OVA,1,6.25,183,https://cdn.myanimelist.net/images/anime/13/25847.jpg
6727,Mechakko Dotakon,"Comedy, Sci-Fi",TV,28,6.36,125,
24259,Mechano: Scientific Attack Force,"Comedy, Dementia, Fantasy, Horror, Music, Parody",OVA,3,2.55,120,https://cdn.myanimelist.net/images/anime/13/62687.jpg
25267,Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,Mystery,Special,1,4.94,154,https://cdn.myanimelist.net/images/anime/4/64573.jpg
25491,Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,Fantasy,Special,1,4.94,128,https://cdn.myanimelist.net/images/anime/4/64917.jpg
25265,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,"Romance, Slice of Life",Special,1,5.36,232,https://cdn.myanimelist.net/images/anime/11/64635.jpg
26271,Meiji Ishin wo Tsukuriageta Hitobito,"Drama, Historical, Kids, Samurai",OVA,1,5.0,52,https://cdn.myanimelist.net/images/anime/8/66209.jpg
33087,Meiji Tokyo Renka Movie: Hanakagami no Fantasia,"Fantasy, Harem, Historical, Romance, Shoujo",Movie,1,6.22,766,https://cdn.myanimelist.net/images/anime/2/81630.jpg
25085,Meiken Lassie Specials,"Adventure, Slice of Life",Special,2,6.38,69,https://cdn.myanimelist.net/images/anime/2/64145.jpg
33079,Meikyoku to Dai Sakkyokka Monogatari,"Historical, Music",OVA,9,7.25,44,https://cdn.myanimelist.net/images/anime/6/79387.jpg
4121,Meimon! Daisan Yakyuubu,"Action, Shounen, Sports",TV,40,6.44,214,https://cdn.myanimelist.net/images/manga/3/257906.jpg
30027,Meisaku World,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",TV,39,8.0,42,https://cdn.myanimelist.net/images/anime/10/71936.jpg
19705,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,"Kids, Mystery",OVA,1,4.05,67,https://cdn.myanimelist.net/images/anime/7/84564.jpg
21447,Meitantei Rascal,"Adventure, Kids, Mystery",TV,12,5.52,162,https://cdn.myanimelist.net/images/anime/5/56615.jpg
27559,Mellow,"Comedy, School, Seinen",OVA,1,6.23,122,https://cdn.myanimelist.net/images/anime/1743/135485.jpg
18311,Meoteoldosa,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,5.89,71,https://cdn.myanimelist.net/images/anime/2/49077.jpg
18331,Meoteoldosawa 108 Yogoe,"Action, Adventure, Fantasy, Shounen",Movie,1,5.44,67,https://cdn.myanimelist.net/images/anime/2/49099.jpg
18329,Meoteoldosawa Ttomae,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,5.38,66,https://cdn.myanimelist.net/images/anime/12/49097.jpg
7616,Michi,Drama,Movie,4,8.0,187,https://cdn.myanimelist.net/images/anime/10/59535.jpg
16586,Michitekuru Toki no Mukou ni,"Adventure, Fantasy, Romance",Special,1,6.9,126,https://cdn.myanimelist.net/images/anime/6/44688.jpg
3846,Microid S,"Action, Sci-Fi",TV,26,6.08,160,https://cdn.myanimelist.net/images/anime/5/87095.jpg
7751,Midnight Horror School,Comedy,TV,52,6.9,328,https://cdn.myanimelist.net/images/anime/13/87510.jpg
30723,Midori no Makibao Compilation OVA,"Comedy, Sports",OVA,1,5.56,50,https://cdn.myanimelist.net/images/anime/9/83185.jpg
5994,Midoriyama Koukou Koushien-hen,"Comedy, School, Sports",OVA,10,7.26,138,https://cdn.myanimelist.net/images/anime/8/75589.jpg
8522,Midoriyama Koukou Koushien-hen (Movie),"Comedy, School, Sports",Movie,1,6.08,93,https://cdn.myanimelist.net/images/anime/4/23071.jpg
26259,Mienu Me ni Kanjita Kumotoriyama no Asahi,"Drama, Kids",OVA,1,9.0,47,https://cdn.myanimelist.net/images/anime/4/66197.jpg
27579,Mii-chan no Tenohira,"Drama, Historical",Movie,1,8.33,51,https://cdn.myanimelist.net/images/anime/7/66783.jpg
31268,Miira no Yume,Dementia,Movie,1,2.97,98,https://cdn.myanimelist.net/images/anime/3/75690.jpg
26107,Miitsuketa!,"Drama, Kids",OVA,1,7.67,48,https://cdn.myanimelist.net/images/anime/8/65981.jpg
25661,Mikan Enikki Specials,"Comedy, Shoujo, Slice of Life",Special,2,7.0,116,https://cdn.myanimelist.net/images/anime/6/65225.jpg
12259,Mikeneko Holmes no Yuurei Joushu,"Comedy, Drama, Mystery",OVA,1,6.53,105,https://cdn.myanimelist.net/images/anime/13/34521.jpg
20453,Mikosuri Han-Gekijou,"Comedy, Parody",OVA,1,5.43,60,https://cdn.myanimelist.net/images/anime/6/54301.jpg
29557,Mikuni no Tame Ni,"Historical, Military",Movie,1,4.14,96,https://cdn.myanimelist.net/images/anime/1221/100550.jpg
19597,Milk House Dreaming: Ai no Shiki,"Music, Shoujo",OVA,1,4.81,122,https://cdn.myanimelist.net/images/anime/1594/112338.jpg
16954,Milky Passion: Dougenzaka - Ai no Shiro,"Josei, Romance",OVA,1,5.47,196,https://cdn.myanimelist.net/images/anime/1496/111262.jpg
32402,Mim Mam Mint,Comedy,TV,Unknown,4.1,228,https://cdn.myanimelist.net/images/anime/12/77757.jpg
31582,Mimizu Monogatari,Dementia,Movie,1,3.39,139,
26319,Mimizuku to Tsuki-sama,"Drama, Kids",OVA,1,5.8,43,https://cdn.myanimelist.net/images/anime/12/66257.jpg
26255,Mina no Bousai Mura Dzukuri,"Drama, Kids",OVA,1,5.0,40,https://cdn.myanimelist.net/images/anime/4/23744.jpg
26247,Mina no Egao,"Drama, Kids",OVA,1,6.22,52,https://cdn.myanimelist.net/images/anime/1038/112353.jpg
26253,Mina no Mura no Gomi Soudou,"Drama, Kids",OVA,1,5.5,40,https://cdn.myanimelist.net/images/anime/12/66277.jpg
26249,Mina no Mura to Kawa,"Drama, Kids",OVA,1,6.0,42,
26251,Mina no Mura to Mori,"Drama, Kids",OVA,1,6.2,43,https://cdn.myanimelist.net/images/anime/5/66191.jpg
32475,Minami no Kuni kara Kita Tegami,"Kids, Music",Music,1,5.8,43,
25071,Minami no Niji no Lucy Specials,"Adventure, Drama, Slice of Life",Special,2,7.6,93,
29767,Minamo,,Movie,1,4.04,106,https://cdn.myanimelist.net/images/manga/2/124721.jpg
26277,Minamoto no Yoritomo to Bushi no Yononaka,"Drama, Historical, Kids, Samurai",OVA,1,7.67,49,https://cdn.myanimelist.net/images/anime/3/66215.jpg
7452,Mini Moni Yaru no da Pyon!,Comedy,TV,66,4.78,146,https://cdn.myanimelist.net/images/anime/13/17812.jpg
31410,Mini Van 2nd Season,"Comedy, Game, Parody, Slice of Life",TV,26,6.1,373,
18275,Mini Yon Soldier Rin!,"Action, Adventure, Mecha, Shounen",OVA,1,4.8,63,https://cdn.myanimelist.net/images/anime/8/49025.jpg
34122,Minna de Bokumetsu Inshu Unten,Drama,Special,1,4.56,48,https://cdn.myanimelist.net/images/anime/8/82103.jpg
30759,Minna de Tonda,"Drama, Kids",OVA,1,7.67,38,https://cdn.myanimelist.net/images/anime/7/74009.jpg
26325,Minna Ichiban!,"Drama, Kids",OVA,1,6.0,41,https://cdn.myanimelist.net/images/anime/7/66263.jpg
26337,Minna no Doutoku,"Drama, Fantasy, Historical, Kids, School",OVA,6,8.67,41,https://cdn.myanimelist.net/images/anime/7/66275.jpg
23729,Minna Tomodachi,"Comedy, Fantasy, Kids",OVA,1,5.0,41,
25051,Miracle Giants Doumu-kun Special,Sports,Special,1,5.55,73,https://cdn.myanimelist.net/images/anime/9/64111.jpg
16021,Miracle Psychicer Seizan,"Action, Adventure, Fantasy",OVA,5,7.12,97,https://cdn.myanimelist.net/images/anime/2/43185.jpg
5374,Miracle! Mimika,"Kids, Slice of Life",TV,225,5.28,145,https://cdn.myanimelist.net/images/anime/4/10993.jpg
16800,Miraesonyeon Kunta Beomyuda 5000 Nyeon,"Action, Adventure, Mecha, Shounen",Movie,1,3.17,82,https://cdn.myanimelist.net/images/anime/6/45140.jpg
32251,Mirai e no Kakehashi: Bridge for Future,Slice of Life,ONA,6,5.18,282,https://cdn.myanimelist.net/images/anime/6/77430.jpg
29365,"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou","Drama, Kids",OVA,1,8.5,45,https://cdn.myanimelist.net/images/anime/12/70619.jpg
16159,Mirai Kara Kita Shounen Super Jetter,"Action, Comedy, Sci-Fi, Super Power",TV,52,5.43,108,https://cdn.myanimelist.net/images/anime/13/68185.jpg
31001,Mirai Kara no Message,"Drama, Kids",OVA,1,7.75,38,https://cdn.myanimelist.net/images/anime/4/74556.jpg
33980,Mirai ni Mukete: Bousai wo Kangaeru,Drama,Movie,1,9.0,77,https://cdn.myanimelist.net/images/anime/7/81777.jpg
25053,Mister Ajikko Special,"Comedy, Shounen",Special,1,6.82,119,https://cdn.myanimelist.net/images/anime/7/64113.jpg
32461,Mitsuami no Kamisama,"Drama, Seinen, Slice of Life",Movie,1,7.16,465,https://cdn.myanimelist.net/images/manga/3/123041.jpg
4096,Mizu no Tane,Historical,Movie,1,5.07,144,https://cdn.myanimelist.net/images/anime/9/7480.jpg
8243,Mizuki Shigeru no Toono Monogatari,"Adventure, Fantasy",Movie,1,7.67,143,https://cdn.myanimelist.net/images/anime/2/29423.jpg
10149,Mo fa a ma,"Adventure, Fantasy",Movie,1,6.18,124,https://cdn.myanimelist.net/images/anime/1246/107820.jpg
33602,Mo Jing Lieren,"Adventure, Fantasy",ONA,26,7.5,49,https://cdn.myanimelist.net/images/anime/6/81460.jpg
33603,Mo Jing Lieren 2nd Season,"Adventure, Fantasy",ONA,26,7.0,37,https://cdn.myanimelist.net/images/anime/6/81461.jpg
33604,Mo Jing Lieren 3rd Season,"Adventure, Fantasy",ONA,Unknown,7.25,58,https://cdn.myanimelist.net/images/anime/7/81462.jpg
34519,Mobile Suit Gakuen: G-Reco Koushien,Comedy,Special,9,5.67,94,https://cdn.myanimelist.net/images/anime/1792/91081.jpg
33225,Mobile Suit Gundam-san (ONA),"Comedy, Mecha, Parody",ONA,15,6.19,217,https://cdn.myanimelist.net/images/anime/1792/91081.jpg
32158,Mobile Suit Gundam-san: Bouya Dakara sa,"Comedy, Mecha, Parody",Special,1,5.57,197,https://cdn.myanimelist.net/images/anime/1792/91081.jpg
33228,Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda,"Comedy, Mecha, Parody",Special,1,5.64,222,https://cdn.myanimelist.net/images/anime/9/12782.jpg
29833,Mochi Mochi no Ki,Kids,Movie,1,4.27,99,
25605,Mochi Mochi no Ki (OVA),"Drama, Kids",OVA,1,6.4,56,https://cdn.myanimelist.net/images/anime/3/56589.jpg
6067,Moeru! Oniisan,"Action, Adventure, Comedy",TV,24,7.33,252,https://cdn.myanimelist.net/images/anime/1157/97568.jpg
11959,Moeru! Oniisan (OVA),Comedy,OVA,2,5.89,104,https://cdn.myanimelist.net/images/anime/9/33629.jpg
5241,Mofu☆Mofu,Kids,TV,11,4.67,220,https://cdn.myanimelist.net/images/anime/1270/124875.jpg
23005,Mogura no Motoro,Slice of Life,Movie,1,9.5,62,https://cdn.myanimelist.net/images/anime/5/81484.jpg
30760,Momoiro no Crayon,"Drama, Kids",OVA,1,5.06,54,https://cdn.myanimelist.net/images/anime/10/74015.jpg
23881,Momon&#039;s Sand Witch,"Comedy, Kids",ONA,8,4.82,116,https://cdn.myanimelist.net/images/anime/11/5982.jpg
25547,Momon&#039;s Sand Witch Bangai-hen: Tanu no Kyuujitsu,"Comedy, Kids",ONA,1,3.78,71,https://cdn.myanimelist.net/images/anime/11/5982.jpg
